direction,time,plate,make,model,color
South,2020-05-20T21:23:17Z,QDH-5472,Nissan,Rogue,Silver
South,2020-05-20T21:23:41Z,IBP-3526,Jeep,Cherokee,Black
South,2020-05-20T21:23:43Z,NBR-3878,GMC,Sierra,Grey
South,2020-05-20T21:23:57Z,QXX-1574,Lincoln,Towncar,Silver
South,2020-05-20T21:24:02Z,OKL-1988,Fiat,500,Grey
South,2020-05-20T21:24:06Z,ZSD-1041,Mazda,CX-9,White
South,2020-05-20T21:24:39Z,GNG-7390,Hyundai,Tucson,Grey
South,2020-05-20T21:24:49Z,FLP-9555,Buick,Encore,Silver
South,2020-05-20T21:24:58Z,IMU-0318,Nissan,Maxima,Silver
South,2020-05-20T21:25:33Z,YWS-5133,Chevy,Tahoe,Grey
South,2020-05-20T21:25:44Z,JDW-8357,Mazda,CX-5,Silver
South,2020-05-20T21:25:47Z,PXE-2747,Hyundai,Sonata,Green
South,2020-05-20T21:25:52Z,EYJ-4769,Toyota,Venza,Grey
South,2020-05-20T21:25:55Z,LYE-4349,GMC,Sierra,Black
South,2020-05-20T21:25:57Z,CUK-9521,Mini,Cooper,Green
South,2020-05-20T21:25:59Z,JYQ-7538,Hyundai,Elantra,Grey
South,2020-05-20T21:26:07Z,VZL-9712,Subaru,Legacy,White
South,2020-05-20T21:26:09Z,AAX-1945,Tesla,Model 3,Grey
South,2020-05-20T21:26:18Z,HTL-7697,Mazda,CX-30,Grey
South,2020-05-20T21:26:23Z,CZN-1325,Ford,Mustang,Blue
South,2020-05-20T21:26:40Z,TTX-7511,Nissan,Sentra,Grey
South,2020-05-20T21:26:46Z,UMU-8055,Toyota,Prius,Grey
South,2020-05-20T21:26:51Z,UJY-4558,Subaru,Impreza,Blue
South,2020-05-20T21:26:54Z,FCG-2304,Chevy,Silverado,White
South,2020-05-20T21:27:10Z,YUO-6536,Chevy,Silverado,White
South,2020-05-20T21:27:11Z,BUG-1475,Mazda,Tribute,Beige
South,2020-05-20T21:27:13Z,WWP-2222,Hyundai,Elantra,Beige
South,2020-05-20T21:27:16Z,KGE-1833,Lexus,IS,Silver
South,2020-05-20T21:27:39Z,MAP-4787,Hyundai,Sonata,Black
South,2020-05-20T21:27:42Z,UMZ-0944,Land Rover,Discovery,Grey
South,2020-05-20T21:27:45Z,OYZ-2783,Tesla,Model T,White
South,2020-05-20T21:27:50Z,DGO-4724,Ford,Expedition,Red
South,2020-05-20T21:27:51Z,JLL-8951,Infiniti,QX60,Grey
South,2020-05-20T21:27:54Z,WSS-5820,Ford,F-150,Black
South,2020-05-20T21:27:55Z,EWI-7859,Ford,F-150,Blue
South,2020-05-20T21:28:02Z,PJH-8150,Infiniti,QX30,Black
South,2020-05-20T21:28:06Z,IWV-0802,Kia,Stinger,Red
South,2020-05-20T21:28:16Z,GTP-6161,Hyundai,Genesis,Black
South,2020-05-20T21:28:27Z,QCZ-2070,Kia,Optima,Grey
South,2020-05-20T21:28:38Z,ORG-7518,Toyota,Camry,Black
South,2020-05-20T21:28:40Z,MQU-4757,Ford,Ranger,Silver
South,2020-05-20T21:28:43Z,LVQ-2922,Tesla,Model S,Silver
South,2020-05-20T21:28:47Z,DOM-5408,Land Rover,Range Rover,White
South,2020-05-20T21:28:51Z,FGJ-8058,Lexus,SC,White
South,2020-05-20T21:29:02Z,XTB-5644,Mazda,6,Grey
South,2020-05-20T21:29:04Z,RWL-4935,Dodge,Charger,Yellow
South,2020-05-20T21:29:09Z,GUO-4795,Porsche,Panamera,Black
South,2020-05-20T21:29:32Z,VXC-2789,Toyota,Sequoia,White
South,2020-05-20T21:29:36Z,RDA-8080,Audi,A4,Grey
South,2020-05-20T21:29:49Z,IVT-7992,Volvo,XC60,Silver
South,2020-05-20T21:29:52Z,UGA-1163,Ford,Transit,White
South,2020-05-20T21:30:06Z,DAJ-6505,Toyota,Avalon,Silver
South,2020-05-20T21:30:14Z,PLD-0817,Ford,F-350,White
South,2020-05-20T21:30:20Z,BXJ-4408,Mitsubishi,Lancer,Silver
South,2020-05-20T21:30:34Z,QYK-1256,Nissan,Rogue,Silver
South,2020-05-20T21:30:35Z,IFG-7175,Ford,Transit,White
South,2020-05-20T21:30:36Z,IRH-2305,Volkswagen,Passat,Grey
South,2020-05-20T21:30:57Z,OQA-6211,Nissan,370Z,Grey
South,2020-05-20T21:31:02Z,JOD-3534,Tesla,Model 3,Grey
South,2020-05-20T21:31:03Z,KOK-1880,Subaru,BRZ,Silver
South,2020-05-20T21:31:05Z,TKP-5209,Nissan,Titan,White
South,2020-05-20T21:31:14Z,ECM-4606,Volvo,XC60,Silver
South,2020-05-20T21:31:14Z,HWK-6938,Dodge,Dart,Silver
South,2020-05-20T21:31:17Z,KOO-7891,Honda,Civic,Green
South,2020-05-20T21:31:22Z,IFB-2223,Toyota,Highlander,Grey
South,2020-05-20T21:31:31Z,WXH-3224,Chevy,Silverado,White
South,2020-05-20T21:31:46Z,LSF-6706,Dodge,Ram,Silver
South,2020-05-20T21:31:49Z,DGA-4444,Subaru,Ascent,Blue
South,2020-05-20T21:31:58Z,YZI-9007,Chevy,Silverado,White
South,2020-05-20T21:32:08Z,XTH-3581,Land Rover,Range Rover,White
South,2020-05-20T21:32:14Z,VPR-7322,Honda,Accord,Beige
South,2020-05-20T21:32:18Z,FBS-9694,Honda,Odyssey,Grey
South,2020-05-20T21:32:21Z,MZX-6357,Subaru,Ascent,Blue
South,2020-05-20T21:32:28Z,BNG-3631,Mazda,CX-5,Grey
South,2020-05-20T21:32:37Z,GZN-8999,Honda,Accord,Grey
South,2020-05-20T21:32:39Z,FWQ-7246,Audi,Q7,White
South,2020-05-20T21:32:54Z,MQH-2341,Toyota,Tundra,White
South,2020-05-20T21:32:59Z,NAZ-3698,Chevy,Corvette,Red
South,2020-05-20T21:33:01Z,GNZ-0937,Porsche,Macon,Black
South,2020-05-20T21:33:08Z,VCC-0718,Toyota,Tacoma,Black
South,2020-05-20T21:33:11Z,FSC-9765,Acura,MDX,White
South,2020-05-20T21:33:16Z,IDN-9134,Honda,Odyssey,White
South,2020-05-20T21:33:26Z,MPP-6494,Mazda,6,Black
South,2020-05-20T21:33:28Z,JXU-1140,Subaru,Forester,Grey
South,2020-05-20T21:33:29Z,DAB-7608,Toyota,Rav-4,Grey
South,2020-05-20T21:33:32Z,POB-6104,Nissan,Pathfinder,Grey
South,2020-05-20T21:33:34Z,VWG-1326,Nissan,Rogue,Silver
South,2020-05-20T21:33:44Z,JMF-2213,Hyundai,Sonata,Silver
South,2020-05-20T21:33:46Z,JMW-0688,Mercedes,GLK-Class,White
South,2020-05-20T21:33:52Z,YOQ-6751,Toyota,Rav-4,White
South,2020-05-20T21:34:02Z,NZL-4858,Tesla,Model T,White
South,2020-05-20T21:34:23Z,BEJ-0492,Dodge,Durango,Black
South,2020-05-20T21:34:36Z,BNE-7954,Chevy,Cruze,Silver
South,2020-05-20T21:34:44Z,GHQ-0861,Lexus,GX,White
South,2020-05-20T21:34:46Z,TFT-6138,BMW,5-Series,Black
South,2020-05-20T21:35:02Z,ATM-2873,Honda,CR-V,White
South,2020-05-20T21:35:12Z,DFZ-8765,BMW,X5,Black
South,2020-05-20T21:35:19Z,HSS-3347,Jeep,Renegade,Silver
South,2020-05-20T21:35:23Z,WYA-2059,Toyota,Sienna,Silver
South,2020-05-20T21:35:24Z,IVR-6794,Ford,Explorer,Blue
South,2020-05-20T21:35:27Z,HMC-0602,Hyundai,Genesis,Black
South,2020-05-20T21:35:29Z,LIY-9556,Dodge,Durango,Black
South,2020-05-20T21:35:32Z,KNH-8530,Chevy,Silverado,White
South,2020-05-20T21:36:11Z,TBA-4783,Nissan,Maxima,Silver
South,2020-05-20T21:36:18Z,LSO-4216,Land Rover,LR4,Grey
South,2020-05-20T21:36:37Z,DJK-8981,Volkswagen,Tiguan,Black
South,2020-05-20T21:36:42Z,NFR-5240,Nissan,Kicks,Silver
South,2020-05-20T21:37:29Z,WTH-6394,Infiniti,G35,Black
South,2020-05-20T21:37:32Z,FOK-4393,Tesla,Model X,Blue
South,2020-05-20T21:37:34Z,IXE-7505,Toyota,Prius,Black
South,2020-05-20T21:37:51Z,DNT-7021,Honda,Pilot,Grey
South,2020-05-20T21:37:54Z,HJD-4724,Infiniti,QX50,Silver
South,2020-05-20T21:38:02Z,OOY-5837,Mitsubishi,Outlander,Red
South,2020-05-20T21:38:04Z,FNP-9798,Acura,TSX,Silver
South,2020-05-20T21:38:06Z,FFE-4709,GMC,Denali,Black
South,2020-05-20T21:38:09Z,NJC-6970,Ford,Transit,White
South,2020-05-20T21:38:15Z,PUM-2318,Infiniti,QX30,Black
South,2020-05-20T21:38:28Z,WJC-9871,Honda,Ridgeline,Black
South,2020-05-20T21:38:35Z,WCF-5879,Nissan,Kicks,Silver
South,2020-05-20T21:39:04Z,IVR-0517,Hyundai,Accent,Red
South,2020-05-20T21:39:09Z,EFP-0490,Toyota,Corolla,Silver
South,2020-05-20T21:39:14Z,LSL-0819,Nissan,Kicks,White
South,2020-05-20T21:39:18Z,DHW-5606,Toyota,Camry,Grey
South,2020-05-20T21:39:27Z,IKL-0494,Chevy,Silverado,White
South,2020-05-20T21:39:31Z,OEG-4202,Mini,Cooper,Orange
South,2020-05-20T21:39:35Z,BRS-8850,Kia,Sorento,Silver
South,2020-05-20T21:39:39Z,HWO-7623,Mitsubishi,Outlander,Black
South,2020-05-20T21:39:40Z,FAR-4573,Volkswagen,Beetle,Red
South,2020-05-20T21:39:42Z,DWD-4502,Mazda,Tribute,Beige
South,2020-05-20T21:39:49Z,NAJ-4014,Infiniti,G37,White
South,2020-05-20T21:39:52Z,ISO-4454,Toyota,Sienna,Grey
South,2020-05-20T21:40:10Z,IEX-7810,Mazda,CX-30,Grey
South,2020-05-20T21:40:21Z,OXQ-5467,Jeep,Grand Cherokee,White
South,2020-05-20T21:40:29Z,CBG-4817,Honda,S-3000,Silver
South,2020-05-20T21:40:39Z,OBQ-3539,Nissan,Altima,White
South,2020-05-20T21:41:04Z,GKX-0277,Chevy,Silverado,Black
South,2020-05-20T21:41:17Z,GLQ-2138,Honda,Odyssey,Grey
South,2020-05-20T21:41:25Z,FHO-3239,Mercedes,C-Series,Black
South,2020-05-20T21:41:28Z,PPN-7706,Mazda,6,Grey
South,2020-05-20T21:41:31Z,EZD-8318,Chrysler,Town & Country,Red
South,2020-05-20T21:41:33Z,HMS-9624,Honda,Ridgeline,Black
South,2020-05-20T21:41:45Z,PNC-1815,Mitsubishi,Outlander,Black
South,2020-05-20T21:41:46Z,ZCP-6375,Ford,Expedition,Red
South,2020-05-20T21:41:49Z,VTC-7447,Kia,Optima,Grey
South,2020-05-20T21:41:51Z,RKS-7363,Honda,Accord,White
South,2020-05-20T21:41:53Z,VDK-6963,Nissan,Armada,White
South,2020-05-20T21:42:05Z,RBF-9000,Dodge,Challenger,Black
South,2020-05-20T21:42:06Z,JHY-6359,Ford,Police Interceptor,Black
South,2020-05-20T21:42:23Z,GHB-3744,GMC,Acadia,Blue
South,2020-05-20T21:42:26Z,TTL-2392,GMC,Yukon,Black
South,2020-05-20T21:42:30Z,YWR-0264,Mercedes,S-Class,White
South,2020-05-20T21:42:37Z,TAM-8055,Jeep,Grand Cherokee,White
South,2020-05-20T21:42:44Z,YJE-2821,Hyundai,Tucson,Blue
South,2020-05-20T21:43:04Z,JGF-9765,Chevy,Equinox,Black
South,2020-05-20T21:43:07Z,TOJ-8930,Nissan,Altima,Green
South,2020-05-20T21:43:15Z,SUS-3777,BMW,3-Series,Black
South,2020-05-20T21:43:33Z,ERF-1853,Toyota,Sienna,Beige
South,2020-05-20T21:43:38Z,GLO-3794,Mercedes,GE-Class,Black
South,2020-05-20T21:43:39Z,BNA-1606,Ford,Crown Victoria,Beige
South,2020-05-20T21:43:47Z,AHO-0326,Lexus,ES,Silver
South,2020-05-20T21:43:55Z,QXW-6918,Ford,F-150,Red
South,2020-05-20T21:44:18Z,CYN-1715,Honda,CR-V,Red
South,2020-05-20T21:44:21Z,AQM-0860,Honda,Ridgeline,Black
South,2020-05-20T21:44:26Z,PRY-9667,Toyota,Rav-4,Red
South,2020-05-20T21:44:29Z,JWU-8625,Toyota,Corolla,Blue
South,2020-05-20T21:44:35Z,HGG-1843,Lexus,GX,White
South,2020-05-20T21:44:40Z,BWM-5206,Lexus,RX,Black
South,2020-05-20T21:45:00Z,KPL-8520,Ford,Explorer,Red
South,2020-05-20T21:45:01Z,UPF-6994,Nissan,350Z,Silver
South,2020-05-20T21:45:23Z,WDL-5056,Chevy,Silverado,Beige
South,2020-05-20T21:45:38Z,XYF-8746,Toyota,Sienna,Beige
South,2020-05-20T21:45:44Z,HHK-0658,Chevy,Camaro,Grey
South,2020-05-20T21:45:47Z,QBE-3790,Nissan,Sentra,Silver
South,2020-05-20T21:45:50Z,AZS-7513,Kia,Rio,Silver
South,2020-05-20T21:45:54Z,VGB-5301,Land Rover,Discovery,Grey
South,2020-05-20T21:46:10Z,FVS-5092,Nissan,Altima,Grey
South,2020-05-20T21:46:19Z,UYN-0053,Dodge,Dart,Silver
South,2020-05-20T21:46:48Z,BTJ-4874,Ford,Transit,White
South,2020-05-20T21:47:02Z,SEM-5501,Nissan,Juke,Orange
South,2020-05-20T21:47:07Z,BTT-2928,Porsche,Cayman,Black
South,2020-05-20T21:47:27Z,OVK-6461,Dodge,Ram,White
South,2020-05-20T21:47:33Z,TUR-6700,Dodge,Ram,Silver
South,2020-05-20T21:47:48Z,GDZ-8817,Chrysler,Town & Country,Red
South,2020-05-20T21:47:53Z,YBA-6082,Subaru,Impreza,Blue
South,2020-05-20T21:48:15Z,LIS-8839,Infiniti,Q50,Black
South,2020-05-20T21:48:30Z,SXX-1044,Acura,MDX,White
South,2020-05-20T21:48:34Z,KTX-1669,Mini,Cooper,White
South,2020-05-20T21:48:36Z,XHM-7123,Mercedes,E-Class,Blue
South,2020-05-20T21:48:38Z,PNL-7925,Nissan,Xterra,Black
South,2020-05-20T21:48:42Z,GYW-9179,Dodge,Durango,Black
South,2020-05-20T21:48:48Z,JZY-7423,GMC,Sierra,Black
South,2020-05-20T21:49:07Z,WFN-2712,Honda,Accord,Beige
South,2020-05-20T21:49:10Z,IRD-1965,Ford,F-250,White
South,2020-05-20T21:49:11Z,DDY-3509,Ford,Escape,Black
South,2020-05-20T21:49:13Z,JHZ-4123,Lexus,GX,Grey
South,2020-05-20T21:49:21Z,KBU-5462,Buick,Enclave,Beige
South,2020-05-20T21:49:42Z,IMQ-8583,Mazda,6,White
South,2020-05-20T21:49:43Z,LAO-6655,Mercedes,GE-Class,Black
South,2020-05-20T21:49:53Z,IHD-6120,Mazda,CX-5,Blue
South,2020-05-20T21:49:55Z,HWJ-4778,Toyota,Tacoma,Silver
South,2020-05-20T21:50:22Z,PMM-1391,Buick,Verano,Grey
South,2020-05-20T21:50:26Z,VSW-2494,Ford,F-450,White
South,2020-05-20T21:50:37Z,VJW-0965,Ford,Traverse,Black
South,2020-05-20T21:50:47Z,EFU-7303,Chevy,Silverado,Grey
South,2020-05-20T21:50:51Z,WRA-6179,Subaru,Outback,White
South,2020-05-20T21:50:54Z,OKD-8367,Chevy,Silverado,Grey
South,2020-05-20T21:50:56Z,COQ-5602,Ford,Traverse,Black
South,2020-05-20T21:51:03Z,JCG-7265,Ford,E-250,White
South,2020-05-20T21:51:06Z,STO-6936,Chevy,Malibu,Grey
South,2020-05-20T21:51:13Z,ZIW-6551,Mazda,6,Black
South,2020-05-20T21:51:18Z,ZOU-8198,Ford,Transit,Black
South,2020-05-20T21:51:39Z,QZJ-8015,Porsche,Macon,Black
South,2020-05-20T21:51:41Z,JXO-7316,Volkswagen,Eos,Red
South,2020-05-20T21:51:46Z,TJH-0190,Toyota,4Runner,Grey
South,2020-05-20T21:51:48Z,DDU-9370,Ford,Edge,Black
South,2020-05-20T21:52:03Z,PGR-1976,Honda,Odyssey,White
South,2020-05-20T21:52:04Z,HZG-0618,Toyota,Avalon,Grey
South,2020-05-20T21:52:06Z,BVZ-8967,Lexus,ES,White
South,2020-05-20T21:52:37Z,YSE-7860,Lexus,SC,White
South,2020-05-20T21:52:42Z,KVY-1034,Dodge,Grand Caravan,Blue
South,2020-05-20T21:52:47Z,WLJ-0220,Chevy,Cavalier,Silver
South,2020-05-20T21:52:48Z,HWZ-5163,Audi,Q7,White
South,2020-05-20T21:52:51Z,OYQ-8517,Ford,Escape,White
South,2020-05-20T21:52:59Z,WQH-8694,Cadillac,SRX,White
South,2020-05-20T21:53:27Z,APW-4002,Honda,Ridgeline,Black
South,2020-05-20T21:53:29Z,VZC-4396,Ford,Escape,Black
South,2020-05-20T21:53:33Z,SNX-6845,Nissan,Maxima,Silver
South,2020-05-20T21:53:38Z,JHK-8480,Hyundai,Elantra,Beige
South,2020-05-20T21:53:39Z,YFU-3048,Chevy,Express,White
South,2020-05-20T21:53:54Z,KUL-5377,Mercedes,GLC-Class,Black
South,2020-05-20T21:54:04Z,TOX-4748,Honda,Civic,Grey
South,2020-05-20T21:54:09Z,IBF-2207,Nissan,Versa,Blue
South,2020-05-20T21:54:25Z,CCE-2292,Hyundai,Sonata,Green
South,2020-05-20T21:54:29Z,YJY-7342,Audi,Q5,Black
South,2020-05-20T21:54:35Z,EVR-5684,Ford,F-350,White
South,2020-05-20T21:54:39Z,TKK-5092,Infiniti,QX30,Black
South,2020-05-20T21:54:42Z,CAT-2354,Audi,A4,White
South,2020-05-20T21:54:54Z,FXW-9375,Honda,CR-V,Red
South,2020-05-20T21:54:56Z,AZC-2705,Kia,Rio,Silver
South,2020-05-20T21:55:00Z,MFK-7530,Mercedes,CLS,White
South,2020-05-20T21:55:04Z,OEU-2324,Subaru,Ascent,Blue
South,2020-05-20T21:55:33Z,SEM-4588,Chevy,Cruze,Silver
South,2020-05-20T21:55:41Z,YHH-6563,BMW,i1,White
South,2020-05-20T21:55:46Z,SAP-2414,BMW,5-Series,Black
South,2020-05-20T21:55:47Z,KSP-7528,Ford,Ranger,White
South,2020-05-20T21:56:10Z,FCH-5809,Volkswagen,Jetta,White
South,2020-05-20T21:56:54Z,CRX-9064,Jeep,Cherokee,White
South,2020-05-20T21:57:07Z,UJS-8166,Chevy,Tahoe,Black
South,2020-05-20T21:57:09Z,XLZ-6502,Honda,S-3000,Silver
South,2020-05-20T21:57:12Z,ADF-8568,Ford,F-150,Black
South,2020-05-20T21:57:15Z,AIT-3116,Lexus,CT,White
South,2020-05-20T21:57:19Z,TWI-1994,Ford,Explorer,Blue
South,2020-05-20T21:57:33Z,QSA-8369,Nissan,Kicks,Silver
South,2020-05-20T21:57:36Z,KBM-4561,Tesla,Model X,Blue
South,2020-05-20T21:57:42Z,GEY-6069,Dodge,Journey,White
South,2020-05-20T21:57:43Z,AFM-3712,Nissan,Xterra,Black
South,2020-05-20T21:58:14Z,FJV-0385,Volvo,VNL 670,Blue
South,2020-05-20T21:58:17Z,JSJ-9590,Mercedes,E-Series,White
South,2020-05-20T21:58:22Z,URD-4922,Jeep,Gladiator,Green
South,2020-05-20T21:58:47Z,LQC-8922,Ford,F-250,Black
South,2020-05-20T21:58:50Z,WFJ-9253,Volkswagen,Jetta,White
South,2020-05-20T21:59:10Z,GDL-0933,Toyota,Tundra,White
South,2020-05-20T21:59:14Z,PVU-4756,GMC,Sierra,Black
South,2020-05-20T21:59:25Z,CDY-5115,Hyundai,Accent,Green
South,2020-05-20T21:59:28Z,BVB-9506,Mercedes,GLK-Class,White
South,2020-05-20T21:59:37Z,LWN-9248,Dodge,Ram,Grey
South,2020-05-20T21:59:44Z,ZJQ-7983,Jeep,Renegade,Silver
South,2020-05-20T21:59:52Z,XHW-9033,Lexus,IS,Silver
South,2020-05-20T22:00:03Z,RDT-2265,Ford,F-450,White
South,2020-05-20T22:00:19Z,UTX-5562,Honda,Fit,Black
South,2020-05-20T22:00:22Z,INR-3922,Chevy,Impala,Black
South,2020-05-20T22:00:34Z,ZRR-6934,Jaguar,F-Pace,Grey
South,2020-05-20T22:00:45Z,WXR-0833,Honda,Pilot,Red
South,2020-05-20T22:00:52Z,HGY-6752,Porsche,Macon,Black
South,2020-05-20T22:01:02Z,YLO-8002,Ford,F-250,Black
South,2020-05-20T22:01:08Z,HJM-9693,Porsche,Macon,Black
South,2020-05-20T22:01:14Z,ICQ-5454,Infiniti,QX50,Black
South,2020-05-20T22:01:15Z,PQY-2183,Toyota,Camry,Red
South,2020-05-20T22:01:22Z,ARQ-9418,GMC,Sierra,Red
South,2020-05-20T22:01:29Z,PHL-2899,Ford,Fusion,Blue
South,2020-05-20T22:01:33Z,OWM-4428,Dodge,Avenger,Red
South,2020-05-20T22:01:37Z,QTB-0982,Jeep,Renegade,Silver
South,2020-05-20T22:01:40Z,EZY-9802,Toyota,Land Cruiser,Green
South,2020-05-20T22:01:46Z,SFA-8148,Nissan,Murano,Black
South,2020-05-20T22:01:47Z,IJL-5980,Hyundai,Sonata,Blue
South,2020-05-20T22:01:49Z,UGW-0599,Lincoln,Navigator,Black
South,2020-05-20T22:01:53Z,KKU-6904,Saturn,Sky,Black
South,2020-05-20T22:01:54Z,UTZ-6743,Kia,Forte,Black
South,2020-05-20T22:02:02Z,VZQ-1800,Kia,Soul,White
South,2020-05-20T22:02:03Z,WPP-9758,Nissan,Kicks,White
South,2020-05-20T22:02:07Z,OIU-5179,Kia,Spectra,Black
South,2020-05-20T22:02:09Z,FMN-5429,Chevy,Silverado,White
South,2020-05-20T22:02:24Z,ZGS-3201,Toyota,Corolla,Purple
South,2020-05-20T22:02:32Z,KET-0737,Ford,F-150,Black
South,2020-05-20T22:02:36Z,JUL-0016,Honda,Civic,Black
South,2020-05-20T22:02:38Z,RHF-1931,Saturn,Sky,Black
South,2020-05-20T22:02:42Z,VWX-9260,Mazda,CX-3,Black
South,2020-05-20T22:02:43Z,NKA-7007,Subaru,Crosstrek,Orange
South,2020-05-20T22:02:49Z,BFA-6110,Toyota,86,Black
South,2020-05-20T22:02:59Z,KXJ-5960,Volkswagen,Passat,Grey
South,2020-05-20T22:03:11Z,VVR-7086,Subaru,Outback,Blue
South,2020-05-20T22:03:14Z,UPX-8216,Toyota,Rav-4,White
South,2020-05-20T22:03:15Z,QWX-9801,Mazda,CX-9,White
South,2020-05-20T22:03:19Z,EAN-5530,Chevy,Impala,Red
South,2020-05-20T22:03:20Z,NQB-8710,BMW,3-Series,White
South,2020-05-20T22:03:25Z,XFF-9418,Subaru,Ascent,Blue
South,2020-05-20T22:03:28Z,DYA-3525,Mazda,CX-30,Grey
South,2020-05-20T22:03:49Z,UZN-6987,Scion,tC,White
South,2020-05-20T22:03:55Z,MVV-5271,Toyota,Sienna,Beige
South,2020-05-20T22:03:58Z,GIM-7603,Hino,268,Black
South,2020-05-20T22:04:00Z,OZQ-6490,GMC,Sierra,Grey
South,2020-05-20T22:04:01Z,ATX-1464,Ford,F-450,White
South,2020-05-20T22:04:09Z,UGL-5753,Ford,Ranger,White
South,2020-05-20T22:04:12Z,TRZ-1181,Honda,Accord,Black
South,2020-05-20T22:04:18Z,IWX-6790,Mazda,3,Grey
South,2020-05-20T22:04:20Z,ZVC-6987,Toyota,Corolla,Black
South,2020-05-20T22:04:31Z,NRY-5747,GMC,Denali,Black
South,2020-05-20T22:04:55Z,GFF-8222,Lexus,ES,Silver
South,2020-05-20T22:05:01Z,NEB-7774,Nissan,Murano,Black
South,2020-05-20T22:05:03Z,QFV-4039,Chevy,Silverado,White
South,2020-05-20T22:05:04Z,KBW-5609,Dodge,Grand Caravan,White
South,2020-05-20T22:05:06Z,GVG-0119,Nissan,Juke,Orange
South,2020-05-20T22:05:09Z,BUM-2204,Honda,CR-V,Black
South,2020-05-20T22:05:19Z,VXA-6401,Dodge,Grand Caravan,White
South,2020-05-20T22:05:22Z,GYU-7581,Ford,Mustang,Black
South,2020-05-20T22:05:37Z,JXZ-4413,Acura,TSX,Grey
South,2020-05-20T22:05:45Z,QGR-0694,Dodge,Dart,Silver
South,2020-05-20T22:05:52Z,RCL-8071,Mazda,3,Black
South,2020-05-20T22:05:55Z,XLQ-6105,Dodge,Challenger,Black
South,2020-05-20T22:06:04Z,EVU-8353,Toyota,Prius,Beige
South,2020-05-20T22:06:17Z,IJY-5102,Chevy,Silverado,Grey
South,2020-05-20T22:06:24Z,TJB-7987,Scion,xB,Yellow
South,2020-05-20T22:06:31Z,ADY-2611,Chevy,Cruze,Silver
South,2020-05-20T22:06:45Z,IDG-5468,Lexus,RX,Black
South,2020-05-20T22:06:49Z,JEL-9579,Ford,Mustang,Blue
South,2020-05-20T22:07:00Z,PEU-4822,Volkswagen,Jetta,Black
South,2020-05-20T22:07:03Z,QRE-9254,Porsche,Cayman,Black
South,2020-05-20T22:07:10Z,AIJ-9514,BMW,5-Series,Black
South,2020-05-20T22:07:23Z,XZI-6060,Fiat,500,Grey
South,2020-05-20T22:07:26Z,JLY-9512,Honda,Civic,Black
South,2020-05-20T22:07:34Z,VRD-2119,Toyota,Highlander,Black
South,2020-05-20T22:07:35Z,RGD-2368,Lexus,LX,White
South,2020-05-20T22:07:38Z,AXQ-3409,Mitsubishi,Outlander,Red
South,2020-05-20T22:07:41Z,OLY-6969,Cadillac,SRX,Silver
South,2020-05-20T22:07:57Z,RVO-9885,Hyundai,Tucson,Blue
South,2020-05-20T22:08:00Z,YHP-2456,Honda,Civic,Black
South,2020-05-20T22:08:08Z,TSR-2787,Jeep,Gladiator,Green
South,2020-05-20T22:08:11Z,MCM-0178,Lexus,GX,White
South,2020-05-20T22:08:13Z,HBH-0133,Mazda,CX-9,White
South,2020-05-20T22:08:17Z,TBT-5116,Nissan,Pathfinder,Grey
South,2020-05-20T22:08:22Z,IFW-4616,Honda,CR-V,Red
South,2020-05-20T22:08:24Z,YYW-2743,Ford,F-150,Black
South,2020-05-20T22:08:26Z,MLJ-0422,Dodge,Dart,Silver
South,2020-05-20T22:08:28Z,SQT-0223,Chevy,Silverado,Grey
South,2020-05-20T22:08:37Z,GHY-6295,Toyota,Sienna,Beige
South,2020-05-20T22:08:45Z,UUM-4705,Mazda,CX-9,White
South,2020-05-20T22:08:59Z,GAP-7595,Tesla,Model 3,Blue
South,2020-05-20T22:09:02Z,KEO-2609,Mazda,3,Black
South,2020-05-20T22:09:06Z,WPJ-1260,Honda,Pilot,Blue
South,2020-05-20T22:09:08Z,LHR-8159,Volkswagen,Passat,Grey
South,2020-05-20T22:09:45Z,KWC-7920,Kia,Sedona,Black
South,2020-05-20T22:09:47Z,TTR-4701,Toyota,Venza,Grey
South,2020-05-20T22:09:52Z,RDM-3913,Hyundai,Sonata,Green
South,2020-05-20T22:09:53Z,CBQ-3094,Honda,S-3000,Silver
South,2020-05-20T22:10:03Z,FMI-0100,Subaru,BRZ,Silver
South,2020-05-20T22:10:05Z,JPT-3563,Ford,Mustang,Blue
South,2020-05-20T22:10:08Z,MNA-9475,Jeep,Wrangler,Blue
South,2020-05-20T22:10:10Z,UOE-7392,Subaru,Forester,Grey
South,2020-05-20T22:10:36Z,AEX-1683,Ford,F-450,White
South,2020-05-20T22:10:46Z,SVS-5314,Mazda,6,Grey
South,2020-05-20T22:10:55Z,JMN-6968,Nissan,370Z,Black
South,2020-05-20T22:11:00Z,MRP-5681,Mercedes,GLC-Class,Black
South,2020-05-20T22:11:19Z,OQX-7432,Ford,F-450,White
South,2020-05-20T22:11:29Z,YFX-6231,Subaru,Legacy,White
South,2020-05-20T22:11:31Z,IXD-9751,BMW,1-Series,Silver
South,2020-05-20T22:11:42Z,NTP-0431,Volvo,VNL 670,Red
South,2020-05-20T22:11:46Z,XRY-4799,Dodge,Ram,White
South,2020-05-20T22:11:54Z,VFC-1813,Lincoln,Towncar,Beige
South,2020-05-20T22:12:12Z,QFB-7924,Nissan,Pathfinder,Grey
